id,minimum_latitude,minimum_longitude
438,37.00000,-107.50000
439,37.00000,-107.50000
440,37.00000,-107.50000
441,37.00000,-107.50000
442,37.00000,-107.50000
443,37.00000,-107.50000
444,37.00000,-107.50000
445,37.00000,-107.50000
446,37.00000,-107.50000
447,37.00000,-107.50000
448,37.00000,-107.50000
449,37.00000,-107.50000
450,37.00000,-107.50000
451,37.00000,-107.50000
452,37.00000,-107.50000
453,37.00000,-107.50000
454,37.00000,-107.50000
455,37.00000,-107.50000
456,36.50000,-104.50000
457,36.50000,-104.50000
458,36.50000,-104.50000
459,36.50000,-104.50000
460,36.50000,-104.50000
461,36.50000,-104.50000
462,36.50000,-104.50000
463,36.50000,-104.50000
464,36.50000,-104.50000
465,36.50000,-104.50000
466,37.50000,-107.50000
467,36.50000,-104.50000
468,36.50000,-104.50000
469,36.50000,-104.50000
470,36.50000,-104.50000
471,36.50000,-104.50000
472,36.50000,-104.50000
473,36.50000,-104.50000
474,36.50000,-104.50000
475,36.50000,-104.50000
476,35.50000,-107.00000
477,35.50000,-107.00000
478,35.50000,-107.00000
479,35.50000,-107.00000
480,35.50000,-107.00000
481,35.50000,-107.00000
482,35.50000,-107.00000
483,35.50000,-107.00000
484,35.50000,-107.00000
485,35.50000,-107.00000
486,35.50000,-107.00000
487,35.50000,-107.00000
488,35.50000,-107.00000
489,35.50000,-107.00000
490,35.50000,-107.00000
491,35.50000,-107.00000
492,35.50000,-107.00000
493,35.50000,-107.00000
494,35.50000,-107.00000
495,35.50000,-107.00000
496,-20.83000,-180.00000
497,15.00000,-175.00000
498,35.00000,-110.00000
499,35.00000,-114.50000
500,32.00000,-125.00000
501,32.00000,-125.00000
502,32.00000,-125.00000
503,32.00000,-125.00000
504,25.00000,-142.00000
505,15.00000,-140.00000
506,23.00000,-113.00000
507,14.50000,-152.00000
508,5.00000,-135.00000
509,5.00000,-135.00000
510,5.00000,-135.00000
511,35.00000,-114.50000
512,23.00000,-132.00000
513,23.00000,-132.00000
514,23.00000,-132.00000
515,23.00000,-132.00000
516,6.00000,-170.50000
517,6.00000,-170.50000
518,25.50000,-125.00000
519,-10.00000,-180.00000
520,-10.00000,-180.00000
521,-10.00000,-180.00000
522,20.00000,-125.00000
523,20.00000,-125.00000
524,15.00000,-175.00000
525,-90.00000,-180.00000
526,-20.00000,120.00000
527,-20.83000,-180.00000
528,12.19000,-152.86000
529,16.81000,172.93000
530,16.81000,172.93000
531,20.13000,-136.46000
532,20.13000,-136.46000
533,-20.83000,-180.00000
534,-20.00000,120.00000
535,-90.00000,-180.00000
536,20.00000,-125.00000
537,20.00000,-125.00000
538,38.60000,-93.60000
539,38.60000,-93.60000
540,38.60000,-93.60000
541,38.60000,-93.60000
542,38.60000,-93.60000
543,38.60000,-93.60000
544,41.50000,-91.10000
545,41.50000,-91.10000
546,41.50000,-91.10000
547,41.50000,-91.10000
548,41.50000,-91.10000
549,41.50000,-91.10000
550,38.60000,-91.10000
551,38.60000,-91.10000
552,38.60000,-91.10000
553,38.60000,-91.10000
554,38.60000,-91.10000
555,38.60000,-91.10000
556,38.60000,-91.10000
557,38.60000,-91.10000
558,38.60000,-91.10000
559,38.60000,-91.10000
560,38.60000,-91.10000
561,38.60000,-91.10000
562,38.60000,-91.10000
563,38.60000,-91.10000
564,38.60000,-91.10000
565,38.60000,-91.10000
566,38.60000,-91.10000
567,38.60000,-91.10000
568,38.60000,-91.10000
569,38.60000,-91.10000
570,40.00000,-91.60000
571,40.00000,-91.60000
572,40.00000,-91.60000
573,36.50000,-109.00000
574,34.00000,-109.00000
575,34.00000,-109.00000
576,34.00000,-109.00000
577,34.00000,-109.00000
578,34.00000,-109.00000
579,10.00000,-135.00000
580,10.00000,-135.00000
581,10.00000,-135.00000
582,15.00000,-175.00000
583,-90.00000,-180.00000
584,20.00000,-125.00000
585,-20.83000,-180.00000
586,16.81000,172.93000
587,12.19000,-152.86000
588,-20.83000,-180.00000
589,16.81000,172.93000
590,20.13000,-136.46000
591,20.13000,-136.46000
592,40.00000,-92.00000
593,15.00000,-175.00000
594,40.00000,-91.60000
595,40.00000,-91.60000
596,10.00000,-135.00000
597,38.60000,-93.60000
598,38.60000,-93.60000
599,38.60000,-93.60000
600,38.60000,-93.60000
601,38.60000,-93.60000
602,38.60000,-93.60000
603,38.60000,-93.60000
604,38.60000,-93.60000
605,38.60000,-93.60000
606,38.60000,-93.60000
607,38.60000,-93.60000
608,38.60000,-93.60000
609,38.60000,-93.60000
610,38.60000,-93.60000
611,38.60000,-93.60000
612,38.60000,-93.60000
613,38.60000,-93.60000
614,38.60000,-93.60000
615,41.50000,-91.10000
616,41.50000,-91.10000
617,41.50000,-91.10000
618,41.50000,-91.10000
619,41.50000,-91.10000
620,41.50000,-91.10000
621,41.50000,-91.10000
622,41.50000,-91.10000
623,41.50000,-91.10000
624,41.50000,-91.10000
625,41.50000,-91.10000
626,41.50000,-91.10000
627,41.50000,-91.10000
628,41.50000,-91.10000
629,41.50000,-91.10000
630,41.50000,-91.10000
631,40.00000,-91.60000
632,40.00000,-91.60000
633,40.00000,-91.60000
634,40.00000,-91.60000
635,40.00000,-91.60000
636,40.00000,-91.60000
637,40.00000,-91.60000
638,40.00000,-91.60000
639,40.00000,-91.60000
640,40.00000,-91.60000
641,40.00000,-91.60000
642,40.00000,-91.60000
643,38.60000,-93.60000
644,15.00000,-160.00000
645,20.00000,120.00000
646,36.50000,-124.60000
647,36.50000,-124.60000
648,36.50000,-124.60000
649,36.50000,-124.60000
650,36.50000,-124.60000
651,36.50000,-124.60000
652,36.50000,-124.60000
653,36.50000,-124.60000
654,36.50000,-124.60000
655,36.50000,-124.60000
656,36.50000,-124.60000
657,36.50000,-124.60000
658,36.50000,-124.60000
659,36.50000,-124.60000
660,36.50000,-124.60000
661,36.50000,-124.60000
662,37.50000,-127.30000
663,37.50000,-127.30000
664,37.50000,-127.30000
665,37.50000,-127.30000
666,37.50000,-127.30000
667,37.50000,-127.30000
668,37.50000,-127.30000
669,37.50000,-127.30000
670,37.50000,-127.30000
671,37.50000,-127.30000
672,37.50000,-127.30000
673,35.50000,-124.70000
674,35.50000,-124.70000
675,35.50000,-124.70000
676,35.50000,-124.70000
677,35.50000,-124.70000
678,35.50000,-124.70000
679,35.50000,-124.70000
680,35.50000,-124.70000
681,35.50000,-124.70000
682,35.50000,-124.70000
683,35.50000,-124.70000
684,35.50000,-124.70000
685,35.50000,-124.70000
686,35.50000,-124.70000
687,35.50000,-124.70000
688,35.50000,-124.70000
689,35.50000,-124.70000
690,35.50000,-124.70000
691,35.50000,-124.70000
692,35.50000,-124.70000
693,35.50000,-124.70000
694,35.50000,-124.70000
695,35.50000,-124.70000
696,35.50000,-124.70000
697,35.50000,-124.70000
698,35.50000,-124.70000
699,35.50000,-124.70000
700,35.50000,-124.70000
701,35.50000,-124.70000
702,35.50000,-124.70000
703,35.50000,-124.70000
704,35.50000,-124.70000
705,35.50000,-124.70000
706,39.10000,-125.70000
707,39.10000,-125.70000
708,39.10000,-125.70000
709,39.10000,-125.70000
710,39.10000,-125.70000
711,39.10000,-125.70000
712,39.10000,-125.70000
713,39.10000,-125.70000
714,39.10000,-125.70000
715,39.10000,-125.70000
716,39.10000,-125.70000
717,20.00000,-125.00000
718,32.00000,-126.00000
719,29.00000,-142.00000
720,29.00000,-142.00000
721,-25.00000,160.00000
722,-25.00000,160.00000
723,-25.00000,160.00000
724,15.00000,-175.00000
725,-90.00000,-180.00000
726,20.00000,120.00000
727,20.00000,-125.00000
728,-20.83000,-180.00000
729,16.81000,172.93000
730,12.19000,-152.86000
731,-20.83000,-180.00000
732,16.81000,172.93000
733,20.13000,-136.46000
734,20.13000,-136.46000
735,19.00000,-155.00000
736,-23.00000,130.00000
737,35.50000,-124.70000
738,10.00000,-180.00000
739,10.00000,-180.00000
740,10.00000,-180.00000
741,15.00000,-175.00000
742,10.00000,-180.00000
743,30.00000,-109.00000
744,30.00000,-109.00000
746,20.00000,-90.00000
747,30.00000,-105.00000
748,20.00000,-95.00000
749,32.00000,-95.00000
750,35.00000,-95.00000
751,40.00000,-92.00000
752,35.00000,-110.00000
753,19.00000,-155.00000
754,31.00000,-107.00000
755,31.00000,-107.00000
756,35.80000,-97.30000
757,35.80000,-97.30000
758,35.80000,-97.30000
759,35.80000,-97.30000
760,35.80000,-97.30000
761,35.80000,-97.30000
762,35.80000,-97.30000
763,35.80000,-97.30000
764,35.80000,-97.30000
765,35.80000,-97.30000
766,34.20000,-96.30000
767,34.20000,-96.30000
768,34.20000,-96.30000
769,34.20000,-96.30000
770,34.20000,-96.30000
771,34.20000,-96.30000
772,34.20000,-96.30000
773,35.70000,-93.70000
774,35.70000,-93.70000
775,35.70000,-93.70000
776,35.70000,-93.70000
777,35.70000,-93.70000
778,35.70000,-93.70000
779,35.70000,-93.70000
780,35.70000,-93.70000
781,35.70000,-93.70000
782,35.70000,-93.70000
783,35.70000,-93.70000
784,35.70000,-93.70000
785,35.70000,-93.70000
786,35.70000,-93.70000
787,38.60000,-93.60000
788,35.70000,-93.70000
789,34.20000,-96.30000
790,35.70000,-93.70000
791,35.70000,-93.70000
792,35.70000,-93.70000
793,35.70000,-93.70000
794,35.70000,-93.70000
795,35.70000,-93.70000
796,35.70000,-93.70000
797,35.70000,-93.70000
798,35.70000,-93.70000
799,35.70000,-93.70000
800,35.70000,-93.70000
801,35.70000,-93.70000
802,35.80000,-97.30000
803,23.00000,-125.00000
804,36.00000,-118.00000
805,20.00000,-110.00000
806,20.00000,-110.00000
807,20.00000,-125.00000
808,-10.00000,-135.00000
809,-10.00000,-135.00000
810,-10.00000,-135.00000
811,18.00000,-135.00000
812,15.00000,-175.00000
813,-90.00000,-180.00000
814,20.00000,120.00000
815,20.00000,-125.00000
816,-23.00000,130.00000
817,-20.83000,-180.00000
818,16.81000,172.93000
819,12.19000,-152.86000
820,-20.83000,-180.00000
821,16.81000,172.93000
822,20.13000,-136.46000
823,20.13000,-136.46000
824,36.00000,-118.00000
825,15.00000,-175.00000
826,31.00000,-107.00000
827,31.00000,-107.00000
828,31.00000,-107.00000
829,31.00000,-107.00000
830,31.00000,-107.00000
831,31.00000,-107.00000
832,31.00000,-107.00000
833,31.00000,-107.00000
834,31.00000,-107.00000
835,31.00000,-107.00000
836,31.00000,-107.00000
837,37.00000,-104.00000
838,31.00000,-107.00000
839,-60.00000,130.00000
840,31.00000,-107.00000
841,34.00000,-100.50000
842,34.00000,-100.50000
843,31.00000,-107.00000
844,34.00000,-100.50000
845,25.50000,-104.50000
846,31.90000,-95.30000
847,28.00000,-106.00000
848,34.00000,-100.50000
849,34.00000,-100.50000
850,34.00000,-100.50000
851,34.00000,-100.50000
852,31.00000,-107.00000
853,31.00000,-107.00000
854,31.00000,-107.00000
855,31.00000,-107.00000
856,31.00000,-107.00000
857,31.00000,-107.00000
858,31.00000,-107.00000
859,31.00000,-107.00000
860,31.00000,-107.00000
861,31.00000,-107.00000
862,31.00000,-107.00000
863,31.00000,-107.00000
864,31.00000,-107.00000
865,37.00000,-104.00000
866,31.00000,-107.00000
867,31.00000,-107.00000
868,30.20000,-89.80000
869,30.20000,-89.80000
870,30.20000,-89.80000
871,30.20000,-89.80000
872,30.20000,-89.80000
873,30.20000,-89.80000
874,30.20000,-89.80000
875,30.20000,-89.80000
876,30.20000,-89.80000
877,30.20000,-89.80000
878,30.20000,-89.80000
879,30.20000,-89.80000
880,30.20000,-89.80000
881,30.20000,-89.80000
882,30.20000,-89.80000
883,30.20000,-89.80000
884,30.20000,-89.80000
885,30.20000,-89.80000
886,30.20000,-89.80000
887,30.20000,-89.80000
888,30.20000,-89.80000
889,30.20000,-89.80000
890,30.20000,-89.80000
891,30.20000,-89.80000
892,30.20000,-89.80000
893,30.20000,-89.80000
894,30.20000,-89.80000
895,30.20000,-89.80000
896,30.20000,-89.80000
897,26.70000,-101.00000
898,26.70000,-101.00000
899,26.70000,-101.00000
900,26.70000,-101.00000
901,26.70000,-101.00000
902,26.70000,-101.00000
903,26.70000,-101.00000
904,26.70000,-101.00000
905,34.60000,-100.40000
906,34.60000,-100.40000
907,34.60000,-100.40000
908,34.60000,-100.40000
909,34.60000,-100.40000
910,34.60000,-100.40000
911,34.60000,-100.40000
912,34.60000,-100.40000
913,34.60000,-100.40000
914,34.60000,-100.40000
915,34.60000,-100.40000
916,33.20000,-98.60000
917,33.20000,-98.60000
918,33.20000,-98.60000
919,33.20000,-98.60000
920,33.20000,-98.60000
921,33.20000,-98.60000
922,33.20000,-98.60000
923,33.20000,-98.60000
924,31.90000,-95.30000
925,31.90000,-95.30000
926,31.90000,-95.30000
927,31.90000,-95.30000
928,31.90000,-95.30000
929,31.90000,-95.30000
930,31.90000,-95.34000
931,31.90000,-95.30000
932,31.90000,-95.30000
933,31.90000,-95.30000
934,31.90000,-95.30000
935,32.30000,-92.90000
936,32.30000,-92.90000
937,32.30000,-92.90000
938,32.30000,-92.90000
939,32.30000,-92.90000
940,32.30000,-92.90000
941,32.30000,-92.90000
942,32.30000,-92.90000
943,34.10000,-91.80000
944,34.10000,-91.80000
945,34.10000,-91.80000
946,34.10000,-91.80000
947,34.10000,-91.80000
948,34.10000,-91.80000
949,34.10000,-91.80000
950,34.10000,-91.80000
951,34.20000,-96.30000
952,34.20000,-96.30000
953,34.20000,-96.30000
954,34.20000,-96.30000
955,34.20000,-96.30000
956,34.20000,-96.30000
957,34.20000,-96.30000
958,34.20000,-96.30000
959,34.00000,-100.50000
960,20.00000,-125.00000
961,29.00000,-95.00000
962,26.00000,-125.00000
963,0.00000,-135.00000
964,0.00000,-135.00000
965,15.00000,-155.00000
966,0.00000,-135.00000
967,28.00000,-101.00000
968,24.00000,-108.00000
969,24.00000,-108.00000
970,24.00000,-108.00000
971,16.00000,-120.00000
972,16.00000,-120.00000
973,16.00000,-120.00000
974,-90.00000,-180.00000
975,20.00000,120.00000
976,20.00000,-125.00000
977,-23.00000,130.00000
978,15.00000,-175.00000
979,12.10000,-152.90000
980,12.10000,-152.90000
981,12.19000,-152.86000
982,-20.83000,-180.00000
983,12.11000,-152.90000
984,20.13000,-136.46000
985,20.13000,-136.46000
986,15.00000,-175.00000
987,31.00000,-107.00000
988,34.00000,-102.00000
989,31.00000,-107.00000
990,37.00000,-104.00000
991,32.00000,-106.00000
992,37.00000,-104.00000
993,44.00000,-94.00000
994,44.00000,-94.00000
995,44.00000,-94.00000
996,44.00000,-94.00000
997,44.00000,-94.00000
998,44.00000,-94.00000
999,44.00000,-94.00000
1000,38.00000,-108.40000
1001,40.00000,-94.00000
1002,40.00000,-94.00000
1003,20.00000,-125.00000
1004,38.00000,-108.00000
1005,38.00000,-108.00000
1006,38.00000,-108.00000
1007,38.00000,-108.00000
1008,38.00000,-108.00000
1009,38.00000,-108.00000
1010,20.00000,-125.00000
1011,38.00000,-108.00000
1012,38.00000,-108.00000
1013,38.00000,-108.00000
1014,38.00000,-108.00000
1015,38.00000,-108.00000
1016,38.00000,-108.00000
1017,38.00000,-108.00000
1018,38.00000,-108.00000
1019,38.00000,-108.00000
1020,38.00000,-108.00000
1021,38.00000,-108.00000
1022,38.00000,-108.00000
1023,38.00000,-108.00000
1024,38.00000,-108.00000
1025,36.80000,-107.50000
1026,36.80000,-107.50000
1027,36.80000,-107.50000
1028,36.80000,-107.50000
1029,36.80000,-107.50000
1030,38.00000,-108.00000
1031,36.80000,-107.50000
1032,36.80000,-107.50000
1033,36.80000,-107.50000
1034,36.80000,-107.50000
1035,36.80000,-107.50000
1036,36.80000,-107.50000
1037,36.80000,-107.50000
1038,36.80000,-107.50000
1039,36.80000,-107.50000
1040,36.80000,-107.50000
1041,36.80000,-107.50000
1042,36.80000,-107.50000
1043,36.80000,-107.50000
1044,36.80000,-107.50000
1045,36.80000,-107.50000
1046,36.80000,-107.50000
1047,38.00000,-108.00000
1048,38.00000,-108.00000
1049,38.00000,-108.00000
1050,23.00000,-141.90000
1051,12.80000,-148.20000
1052,38.00000,-108.40000
1053,31.70000,-120.50000
1054,31.70000,-120.50000
1055,31.70000,-120.50000
1056,31.70000,-120.50000
1057,15.00000,-175.00000
1058,20.00000,-120.00000
1059,20.00000,-125.00000
1060,12.10000,-152.90000
1061,22.00000,-165.00000
1062,22.00000,-165.00000
1063,0.00000,-180.00000
1064,15.00000,-165.00000
1065,20.13000,-135.00000
1066,20.00000,-135.00000
1067,15.00000,-175.00000
1068,31.70000,-120.50000
1069,36.80000,-107.50000
1070,32.00000,-120.00000
1071,36.80000,-107.50000
1072,26.80000,-95.50000
1073,29.00000,-89.00000
