id,minimum_latitude,minimum_longitude
1074,25.31000,-96.81000
1075,29.00000,-89.00000
1076,29.00000,-89.00000
1077,29.00000,-89.00000
1078,29.00000,-89.00000
1079,29.00000,-89.00000
1080,29.00000,-89.00000
1081,29.00000,-89.00000
1082,29.00000,-89.00000
1083,29.00000,-89.00000
1084,29.00000,-89.00000
1085,29.00000,-89.00000
1086,29.00000,-89.00000
1087,29.00000,-89.00000
1088,18.85000,-107.60000
1089,18.85000,-107.60000
1090,25.31000,-96.81000
1091,25.31000,-96.81000
1092,10.75000,-113.00000
1093,15.00000,-175.00000
1094,-90.00000,-180.00000
1095,20.00000,-120.00000
1096,12.10000,-152.90000
1097,22.00000,-165.00000
1098,0.00000,-180.00000
1099,15.00000,165.00000
1100,21.00000,-113.70000
1101,15.00000,-175.00000
1102,36.00000,-79.00000
1103,36.00000,-79.00000
1104,36.00000,-79.00000
1105,36.00000,-79.00000
1106,36.00000,-79.00000
1107,36.00000,-79.00000
1108,36.00000,-79.00000
1109,36.00000,-79.00000
1110,36.00000,-79.00000
1111,36.00000,-79.00000
1112,36.00000,-79.00000
1113,36.00000,-79.00000
1114,26.00000,-82.00000
1115,26.00000,-82.00000
1116,26.00000,-82.00000
1117,26.00000,-82.00000
1118,26.00000,-82.00000
1119,26.00000,-82.00000
1120,26.00000,-82.00000
1121,26.00000,-82.00000
1122,26.00000,-82.00000
1123,26.00000,-82.00000
1124,26.00000,-82.00000
1125,26.00000,-82.00000
1126,26.00000,-82.00000
1127,26.00000,-82.00000
1128,22.00000,-92.00000
1129,20.00000,-130.00000
1130,20.00000,-130.00000
1131,20.00000,-130.00000
1132,22.00000,-106.00000
1133,22.00000,-106.00000
1134,22.00000,-106.00000
1135,15.00000,-175.00000
1136,20.00000,-120.00000
1137,22.00000,-165.00000
1138,22.00000,-165.00000
1139,0.00000,-180.00000
1140,15.00000,165.00000
1141,20.13000,-135.00000
1142,15.00000,-175.00000
1143,45.00000,-94.00000
1144,20.00000,-125.00000
1145,20.00000,-125.00000
1146,44.00000,-102.00000
1147,44.00000,-102.00000
1148,44.00000,-102.00000
1149,44.00000,-102.00000
1150,44.00000,-102.00000
1151,44.00000,-102.00000
1152,44.00000,-102.00000
1153,44.00000,-102.00000
1154,44.00000,-102.00000
1155,44.00000,-102.00000
1156,44.00000,-102.00000
1157,44.00000,-102.00000
1158,44.00000,-102.00000
1159,44.00000,-102.00000
1160,44.00000,-102.00000
1161,44.00000,-102.00000
1162,39.00000,-84.00000
1163,39.00000,-84.00000
1164,39.00000,-84.00000
1165,39.00000,-84.00000
1166,44.00000,-102.00000
1167,39.00000,-84.00000
1168,39.00000,-84.00000
1169,39.00000,-84.00000
1170,39.00000,-84.00000
1171,39.00000,-84.00000
1172,39.00000,-84.00000
1173,39.00000,-84.00000
1174,39.00000,-84.00000
1175,39.00000,-84.00000
1176,39.00000,-84.00000
1177,39.00000,-84.00000
1178,39.00000,-84.00000
1179,40.00000,-96.00000
1180,40.00000,-96.00000
1181,40.00000,-96.00000
1182,40.00000,-96.00000
1183,39.00000,-84.00000
1184,40.00000,-96.00000
1185,40.00000,-96.00000
1186,37.00000,-96.00000
1187,37.00000,-96.00000
1188,37.00000,-96.00000
1189,37.00000,-96.00000
1190,37.00000,-96.00000
1191,37.00000,-96.00000
1192,37.00000,-96.00000
1193,37.00000,-104.00000
1194,37.00000,-104.00000
1195,37.00000,-104.00000
1196,37.00000,-104.00000
1197,37.00000,-104.00000
1198,37.00000,-104.00000
1199,37.00000,-104.00000
1200,37.00000,-104.00000
1201,37.00000,-104.00000
1202,37.00000,-104.00000
1203,37.00000,-104.00000
1204,37.00000,-104.00000
1205,39.00000,-90.00000
1206,39.00000,-90.00000
1207,39.00000,-90.00000
1208,39.00000,-90.00000
1209,39.00000,-90.00000
1210,39.00000,-90.00000
1211,39.00000,-90.00000
1212,39.00000,-90.00000
1213,39.00000,-90.00000
1214,39.00000,-90.00000
1215,39.00000,-90.00000
1216,39.00000,-90.00000
1217,39.00000,-90.00000
1218,39.00000,-90.00000
1219,39.00000,-90.00000
1220,39.00000,-90.00000
1221,39.00000,-90.00000
1222,39.00000,-98.00000
1223,39.00000,-98.00000
1224,39.00000,-98.00000
1225,39.00000,-98.00000
1226,39.00000,-98.00000
1227,39.00000,-98.00000
1228,39.00000,-98.00000
1229,39.00000,-98.00000
1230,39.00000,-98.00000
1231,39.00000,-98.00000
1232,39.00000,-98.00000
1233,39.00000,-98.00000
1234,39.00000,-98.00000
1235,39.00000,-98.00000
1236,39.00000,-98.00000
1237,39.00000,-98.00000
1238,39.00000,-98.00000
1239,39.00000,-98.00000
1240,39.00000,-98.00000
1241,39.00000,-98.00000
1242,39.00000,-98.00000
1243,39.00000,-98.00000
1244,39.00000,-98.00000
1245,39.00000,-98.00000
1246,3.00000,-180.00000
1247,3.00000,-180.00000
1248,10.00000,-160.00000
1249,0.00000,-180.00000
1250,33.00000,-115.00000
1251,33.00000,-115.00000
1252,33.00000,-115.00000
1253,33.00000,-115.00000
1254,28.00000,-130.00000
1255,18.00000,-125.00000
1256,0.00000,-115.00000
1257,0.00000,-115.00000
1258,0.00000,-115.00000
1259,15.00000,-175.00000
1260,-90.00000,-180.00000
1261,20.00000,-120.00000
1262,20.00000,-125.00000
1263,12.10000,-152.90000
1264,22.00000,-165.00000
1265,0.00000,-180.00000
1266,15.00000,165.00000
1267,20.00000,-135.00000
1268,20.13000,-135.00000
1269,15.00000,-175.00000
1270,40.00000,-96.00000
1271,44.00000,-94.00000
1272,31.00000,-107.00000
1273,25.00000,-127.00000
1274,26.00000,-82.00000
1275,26.00000,-82.00000
1276,26.00000,-82.00000
1277,26.00000,-82.00000
1278,26.00000,-82.00000
1279,26.00000,-82.00000
1280,26.00000,-82.00000
1281,26.00000,-82.00000
1282,26.00000,-82.00000
1283,26.00000,-82.00000
1284,26.00000,-82.00000
1285,26.00000,-82.00000
1286,26.00000,-82.00000
1287,26.00000,-82.00000
1288,26.00000,-82.00000
1289,26.00000,-82.00000
1290,26.00000,-82.00000
1291,28.00000,-90.00000
1292,37.00000,-104.00000
1293,28.00000,-90.00000
1294,28.00000,-90.00000
1295,28.00000,-90.00000
1296,28.00000,-90.00000
1297,28.00000,-90.00000
1298,28.00000,-90.00000
1299,28.00000,-90.00000
1300,28.00000,-90.00000
1301,28.00000,-90.00000
1302,28.00000,-90.00000
1303,28.00000,-90.00000
1304,28.00000,-90.00000
1305,28.00000,-90.00000
1306,28.00000,-90.00000
1307,28.00000,-90.00000
1308,28.00000,-90.00000
1309,26.00000,-84.00000
1310,26.00000,-84.00000
1311,26.00000,-84.00000
1312,26.00000,-84.00000
1313,26.00000,-84.00000
1314,26.00000,-84.00000
1315,26.00000,-84.00000
1316,26.00000,-84.00000
1317,26.00000,-84.00000
1318,28.50000,-91.00000
1319,0.00000,-145.00000
1320,0.00000,-145.00000
1321,0.00000,-145.00000
1322,25.00000,-97.00000
1323,25.00000,-97.00000
1324,30.00000,-97.00000
1325,15.00000,-175.00000
1326,-90.00000,-180.00000
1327,20.00000,-120.00000
1328,20.00000,-125.00000
1329,12.10000,-152.90000
1330,22.00000,-165.00000
1331,0.00000,-180.00000
1332,15.00000,165.00000
1333,20.00000,-135.00000
1334,20.13000,-135.00000
1335,15.00000,-175.00000
1336,24.00000,-85.00000
1337,22.00000,-90.00000
1338,37.00000,-104.00000
1339,37.00000,-104.00000
1340,37.00000,-104.00000
1341,32.00000,-121.00000
1342,32.00000,-121.00000
1343,32.00000,-121.00000
1344,32.00000,-122.00000
1345,0.00000,-145.00000
1346,18.00000,-125.00000
1347,0.00000,-145.00000
1348,22.00000,-165.00000
1349,30.00000,-127.00000
1350,32.00000,-121.00000
1351,37.00000,-104.00000
1352,32.00000,-121.00000
1353,32.00000,-121.00000
1354,32.00000,-121.00000
1355,32.00000,-121.00000
1356,32.00000,-121.00000
1357,32.00000,-122.00000
1358,32.00000,-122.00000
1359,32.00000,-122.00000
1360,32.00000,-122.00000
1361,32.00000,-122.00000
1362,32.00000,-122.00000
1363,0.00000,-145.00000
1364,0.00000,-145.00000
1365,0.00000,-180.00000
1366,0.00000,-180.00000
1367,28.00000,-135.00000
1368,31.00000,-135.00000
1369,0.00000,-180.00000
1370,33.00000,-125.00000
1371,0.00000,-180.00000
1372,15.00000,-175.00000
1373,-90.00000,-180.00000
1374,20.00000,-120.00000
1375,20.00000,-125.00000
1376,12.10000,-152.90000
1377,22.00000,-165.00000
1378,0.00000,-180.00000
1379,15.00000,165.00000
1380,20.00000,-135.00000
1381,20.13000,-135.00000
1382,15.00000,-175.00000
1383,32.00000,-122.00000
1384,28.00000,-134.00000
1385,30.00000,-105.00000
1386,20.00000,-125.00000
1387,12.19000,-152.86000
1388,0.00000,-145.00000
1389,-60.00000,115.00000
1390,-60.00000,115.00000
1391,-60.00000,115.00000
1392,-60.00000,115.00000
1393,-60.00000,115.00000
1394,25.00000,-101.00000
1395,37.00000,-99.00000
1396,27.00000,-115.00000
1397,27.00000,-115.00000
1398,27.00000,-115.00000
1399,27.00000,-115.00000
1400,27.00000,-115.00000
1401,27.00000,-115.00000
1402,27.00000,-115.00000
1403,27.00000,-115.00000
1404,27.00000,-115.00000
1405,22.00000,-165.00000
1406,27.00000,-115.00000
1407,27.00000,-115.00000
1408,27.00000,-115.00000
1409,27.00000,-115.00000
1410,27.00000,-115.00000
1411,27.00000,-115.00000
1412,27.00000,-115.00000
1413,27.00000,-115.00000
1414,27.00000,-115.00000
1415,27.00000,-115.00000
1416,27.00000,-115.00000
1417,27.00000,-115.00000
1418,27.00000,-115.00000
1419,27.00000,-115.00000
1420,27.00000,-115.00000
1421,40.00000,-88.50000
1422,40.00000,-88.50000
1423,34.50000,-98.00000
1424,25.00000,-101.00000
1425,25.00000,-101.00000
1426,25.00000,-139.00000
1427,-3.50000,-145.00000
1428,-3.50000,-145.00000
1429,17.50000,-139.00000
1430,-3.50000,-145.00000
1431,20.00000,-101.00000
1432,25.00000,-101.00000
1433,12.10000,-152.90000
1434,22.00000,-165.00000
1435,12.19000,-152.86000
1436,0.00000,-180.00000
1437,15.00000,165.00000
1438,20.00000,-135.00000
1439,20.13000,-135.00000
1440,15.00000,-175.00000
1441,15.00000,-175.00000
1442,34.50000,-98.00000
1443,32.10000,-101.20000
1444,36.80000,-96.20000
1445,34.80000,-96.20000
1446,36.80000,-96.20000
1447,36.80000,-96.20000
1448,36.80000,-96.20000
1449,36.80000,-96.20000
1450,36.80000,-96.20000
1451,36.80000,-96.20000
1452,36.80000,-96.20000
1453,36.80000,-96.20000
1454,36.80000,-96.20000
1455,36.80000,-96.20000
1456,36.80000,-96.20000
1457,36.80000,-96.20000
1458,36.80000,-96.20000
1459,36.80000,-96.20000
1460,36.80000,-96.20000
1461,36.80000,-96.20000
1462,36.80000,-96.20000
1463,36.80000,-96.20000
1464,36.80000,-96.20000
1465,36.80000,-96.20000
1466,36.80000,-96.20000
1467,36.80000,-96.20000
1468,36.80000,-96.20000
1469,36.80000,-96.20000
1470,36.80000,-96.20000
1471,36.81000,-96.20000
1472,36.81000,-96.20000
1473,36.80000,-96.20000
1474,36.80000,-92.60000
1475,32.10000,-101.20000
1476,32.10000,-101.20000
1477,27.30000,-146.00000
1478,27.30000,-146.00000
1479,27.30000,-146.00000
1480,33.20000,-102.20000
1481,27.40000,-124.40000
1482,15.00000,-175.00000
1483,20.00000,-120.00000
1484,22.00000,-165.00000
1485,0.00000,-180.00000
1486,15.00000,165.00000
1487,20.00000,-135.00000
1488,20.13000,-135.00000
1489,36.60000,-94.80000
1490,36.60000,-94.80000
1491,36.80000,-96.20000
1492,36.80000,-96.20000
1493,36.69000,-94.68000
1494,36.69000,-94.68000
1495,37.00000,-94.00000
1496,37.00000,-94.00000
1497,37.00000,-94.00000
1498,37.00000,-94.00000
1499,37.00000,-94.00000
1500,37.00000,-94.00000
1501,22.00000,-108.00000
1502,22.00000,-108.00000
1503,37.00000,-94.00000
1504,37.00000,-94.00000
1505,37.00000,-104.00000
1506,25.30000,-137.60000
1507,33.70000,-116.89000
1508,33.70000,-116.89000
1509,33.70000,-116.89000
1510,33.70000,-116.89000
1511,33.70000,-116.89000
1512,33.70000,-116.89000
1513,33.70000,-116.89000
1514,33.70000,-116.89000
1515,33.70000,-116.89000
1516,33.70000,-116.89000
1517,33.70000,-116.89000
1518,33.70000,-116.89000
1519,33.70000,-116.89000
1520,33.70000,-116.89000
1521,33.70000,-116.89000
1522,33.70000,-116.89000
1523,33.70000,-116.89000
1524,33.70000,-116.89000
1525,33.70000,-116.89000
1526,33.70000,-116.89000
1527,33.70000,-116.89000
1528,31.28000,-113.67000
1529,31.28000,-113.67000
1530,31.28000,-113.67000
1531,31.28000,-113.67000
1532,31.28000,-113.67000
1533,31.28000,-113.67000
1534,31.28000,-113.67000
1535,31.28000,-113.67000
1536,31.28000,-113.67000
1537,31.28000,-113.67000
1538,31.28000,-113.67000
1539,31.28000,-113.67000
1540,31.28000,-113.67000
1541,31.28000,-113.67000
1542,31.28000,-113.67000
1543,31.28000,-113.67000
1544,31.28000,-113.67000
1545,31.28000,-113.67000
1546,31.28000,-113.67000
1547,31.28000,-113.67000
1548,31.28000,-113.67000
1549,31.28000,-113.67000
1550,31.28000,-113.67000
1551,31.28000,-113.67000
1552,31.28000,-113.67000
1553,31.28000,-113.67000
1554,31.28000,-113.67000
1555,31.28000,-113.67000
1556,31.28000,-113.67000
1557,31.28000,-113.67000
1558,31.28000,-113.67000
1559,31.28000,-113.67000
1560,31.40000,-122.30000
1561,31.40000,-122.30000
1562,25.30000,-137.60000
1563,25.30000,-137.60000
1564,25.30000,-137.60000
1565,25.30000,-137.60000
1566,15.00000,-175.00000
1567,20.00000,-120.00000
1568,20.00000,-125.00000
1569,15.00000,-175.00000
1570,15.00000,-175.00000
1571,33.70000,-116.89000
1572,33.70000,-116.89000
1573,33.00000,-89.00000
1574,38.00000,-112.00000
1575,38.00000,-112.00000
1576,38.00000,-112.00000
1577,31.00000,-107.00000
1578,42.80000,-101.80000
1579,37.00000,-99.00000
1580,36.60000,-97.60000
1581,12.10000,-152.90000
1582,22.00000,-165.00000
1583,12.19000,-152.86000
1584,0.00000,-180.00000
1585,15.00000,165.00000
1586,20.00000,-135.00000
1587,20.13000,-135.00000
1588,33.00000,-89.00000
1589,36.60000,-97.60000
1590,24.00000,-125.00000
1591,44.00000,-103.00000
1592,44.00000,-103.00000
1593,44.00000,-103.00000
1594,45.00000,-91.00000
1595,45.00000,-91.00000
1596,35.00000,-78.00000
1597,37.00000,-99.00000
1598,35.25000,-99.32000
1599,35.25000,-99.32000
1600,35.25000,-99.32000
1601,35.25000,-99.32000
1602,35.25000,-99.32000
1603,35.25000,-99.32000
1604,25.00000,-139.00000
1605,36.50000,-97.50000
1606,36.50000,-97.50000
1607,42.91000,-86.72000
1608,35.40000,-91.90000
1609,20.00000,-135.00000
1610,20.00000,-135.00000
1611,42.91000,-86.72000
1612,42.91000,-86.72000
1613,42.91000,-86.72000
1614,42.91000,-86.72000
1615,42.91000,-86.72000
1616,42.91000,-86.72000
1617,42.91000,-86.72000
1618,42.91000,-86.72000
1619,42.91000,-86.72000
1620,42.91000,-86.72000
1621,42.91000,-86.72000
1622,42.91000,-86.72000
1623,42.91000,-86.72000
1624,42.91000,-86.72000
1625,42.91000,-86.72000
1626,42.91000,-86.72000
1627,42.91000,-86.72000
1628,42.91000,-86.72000
1629,42.91000,-86.72000
1630,42.91000,-86.72000
1631,41.82000,-93.19000
1632,41.82000,-93.19000
1633,41.82000,-93.19000
1634,41.82000,-93.19000
1635,41.82000,-93.19000
1636,41.82000,-93.19000
1637,41.82000,-93.19000
1638,41.82000,-93.19000
1639,41.82000,-93.19000
1640,41.82000,-93.19000
1641,41.82000,-93.19000
1642,41.82000,-93.19000
1643,41.82000,-93.19000
1644,41.82000,-93.19000
1645,41.82000,-93.19000
1646,41.82000,-93.19000
1647,41.82000,-93.19000
1648,41.82000,-93.19000
1649,41.82000,-93.19000
1650,41.82000,-93.19000
1651,41.82000,-93.19000
1652,41.82000,-93.19000
1653,41.82000,-93.19000
1654,41.82000,-93.19000
1655,41.82000,-93.19000
1656,41.82000,-93.19000
1657,41.82000,-93.19000
1658,41.82000,-93.19000
1659,41.82000,-93.19000
1660,41.82000,-93.19000
1661,41.82000,-93.19000
1662,40.95000,-80.74000
1663,40.95000,-80.74000
1664,40.95000,-80.74000
1665,40.95000,-80.74000
1666,40.95000,-80.74000
1667,40.95000,-80.74000
1668,40.95000,-80.74000
1669,40.95000,-80.74000
1670,40.95000,-80.74000
1671,40.95000,-80.74000
1672,40.95000,-80.74000
1673,40.70000,-85.47000
1674,40.70000,-85.47000
1675,40.70000,-85.47000
1676,40.70000,-85.47000
1677,40.70000,-85.47000
1678,40.70000,-85.47000
1679,40.70000,-85.47000
1680,40.70000,-85.47000
1681,40.70000,-85.47000
1682,40.70000,-85.47000
1683,40.70000,-85.47000
1684,41.59000,-98.73000
1685,41.59000,-98.73000
1686,41.59000,-98.73000
1687,41.59000,-98.73000
1688,41.59000,-98.73000
1689,41.59000,-98.73000
1690,41.59000,-98.73000
1691,41.59000,-98.73000
1692,41.59000,-98.73000
1693,41.59000,-98.73000
1694,41.59000,-98.73000
1695,42.50000,-90.11000
1696,42.50000,-90.11000
1697,42.50000,-90.11000
1698,42.50000,-90.11000
1699,42.50000,-90.11000
1700,42.50000,-90.11000
1701,42.50000,-90.11000
1702,42.50000,-90.11000
1703,42.50000,-90.11000
1704,42.50000,-90.11000
1705,42.50000,-90.11000
1706,40.89000,-87.54000
1707,40.89000,-87.54000
1708,40.89000,-87.54000
1709,40.89000,-87.54000
1710,40.89000,-87.54000
1711,40.89000,-87.54000
1712,40.89000,-87.54000
1713,40.89000,-87.54000
1714,40.89000,-87.54000
1715,40.89000,-87.54000
1716,40.89000,-87.54000
1717,40.97000,-90.55000
1718,40.97000,-90.55000
1719,40.97000,-90.55000
1720,40.97000,-90.55000
1721,40.97000,-90.55000
1722,40.97000,-90.55000
1723,40.97000,-90.55000
1724,40.97000,-90.55000
1725,40.97000,-90.55000
1726,40.97000,-90.55000
1727,40.97000,-90.55000
1728,40.97000,-90.55000
1729,40.97000,-90.55000
1730,40.97000,-90.55000
1731,40.97000,-90.55000
1732,40.97000,-90.55000
1733,40.97000,-90.55000
1734,40.97000,-90.55000
1735,40.97000,-90.55000
1736,40.97000,-90.55000
1737,40.97000,-90.55000
1738,40.97000,-90.55000
1739,40.97000,-90.55000
1740,40.97000,-90.55000
1741,42.85000,-95.57000
1742,42.85000,-95.57000
1743,42.85000,-95.57000
1744,42.85000,-95.57000
1745,42.85000,-95.57000
1746,42.85000,-95.57000
1747,42.85000,-95.57000
1748,42.85000,-95.57000
1749,42.85000,-95.57000
1750,42.85000,-95.57000
1751,42.85000,-95.57000
1752,42.85000,-95.57000
1753,42.85000,-95.57000
1754,42.85000,-95.57000
1755,42.85000,-95.57000
1756,42.85000,-95.57000
1757,42.85000,-95.57000
1758,42.85000,-95.57000
1759,42.85000,-95.57000
1760,42.85000,-95.57000
1761,42.85000,-95.57000
1762,42.91000,-86.72000
1763,42.85000,-95.57000
1764,42.91000,-86.72000
1765,42.91000,-86.72000
1766,-3.50000,-137.00000
1767,-3.50000,-137.00000
1768,-3.50000,-137.00000
1769,-3.50000,-137.00000
1770,-2.50000,-157.00000
1771,20.00000,-135.00000
1772,20.00000,-135.00000
1773,20.00000,-135.00000
1774,20.00000,-135.00000
1775,20.00000,-135.00000
1776,20.00000,-135.00000
1777,20.00000,-135.00000
1778,20.00000,-135.00000
1779,20.00000,-135.00000
1780,42.91000,-86.72000
1781,42.91000,-86.72000
1782,42.91000,-86.72000
1783,20.00000,-135.00000
1784,35.00000,-95.00000
1785,35.00000,-95.00000
1786,34.00000,-107.70000
1787,42.85000,-95.57000
1788,41.82000,-93.19000
1789,41.82000,-93.19000
1790,42.91000,-86.72000
1791,42.91000,-86.72000
1792,37.00000,-104.00000
1793,37.00000,-99.00000
1794,37.00000,-99.00000
1795,37.00000,-99.00000
1796,37.00000,-99.00000
1797,37.00000,-99.00000
1798,37.00000,-99.00000
1799,27.00000,-114.00000
1800,31.00000,-107.00000
1801,31.00000,-107.00000
1802,31.00000,-107.00000
1803,31.00000,-107.00000
1804,31.00000,-107.00000
1805,31.00000,-107.00000
1806,31.00000,-107.00000
1807,31.00000,-107.00000
1808,30.00000,-115.00000
1809,37.00000,-99.00000
1810,44.00000,-94.00000
1811,44.00000,-94.00000
1812,37.00000,-99.00000
1813,37.00000,-99.00000
1814,37.00000,-99.00000
1815,37.00000,-99.00000
1816,37.00000,-99.00000
1817,30.00000,-115.00000
1818,37.00000,-99.00000
1819,44.00000,-94.00000
1820,37.00000,-104.00000
1821,34.00000,-102.00000
1822,33.00000,-89.00000
1823,37.00000,-99.00000
1824,31.00000,-107.00000
1825,37.00000,-99.00000
1826,37.00000,-99.00000
1827,37.00000,-99.00000
1828,37.00000,-99.00000
1829,20.00000,-125.00000
1830,20.00000,-101.00000
1831,34.00000,-102.00000
1832,34.00000,-102.00000
1833,15.00000,-175.00000
1834,37.00000,-99.00000
1835,37.00000,-99.00000
1836,37.00000,-99.00000
1837,34.00000,-100.00000
1838,37.00000,-99.00000
1839,34.00000,-102.00000
1840,33.00000,-90.00000
1841,33.00000,-90.00000
1842,30.00000,-115.00000
1843,33.00000,-90.00000
1844,34.00000,-98.00000
1845,34.50000,-99.00000
1846,37.00000,-97.00000
1847,37.00000,-98.00000
1848,37.00000,-98.00000
1849,37.00000,-97.00000
1850,37.00000,-98.00000
1851,37.00000,-98.00000
1852,15.00000,-175.00000
1853,-90.00000,-180.00000
1854,20.00000,-120.00000
1855,20.00000,-125.00000
1856,32.36000,-100.98000
1857,32.36000,-100.98000
1858,32.36000,-100.98000
1859,32.36000,-100.98000
1860,32.36000,-100.98000
1861,32.36000,-100.98000
1862,32.36000,-100.98000
1863,32.36000,-100.98000
1864,32.36000,-100.98000
1865,32.36000,-100.98000
1866,32.36000,-100.98000
1867,32.36000,-100.98000
1868,32.36000,-100.98000
1869,32.36000,-100.98000
1870,32.36000,-100.98000
1871,32.36000,-100.98000
1872,35.65000,-99.44000
1873,35.65000,-99.44000
1874,35.65000,-99.44000
1875,35.65000,-99.44000
1876,35.65000,-99.44000
1877,35.65000,-99.44000
1878,35.65000,-99.44000
1879,35.65000,-99.44000
1880,35.65000,-99.44000
1881,35.65000,-99.44000
1882,35.65000,-99.44000
1883,35.65000,-99.44000
1884,35.65000,-99.44000
1885,35.65000,-99.44000
1886,35.65000,-99.44000
1887,35.65000,-99.44000
1888,35.65000,-99.44000
1889,35.65000,-99.44000
1890,35.65000,-99.44000
1891,20.00000,-135.00000
1892,20.00000,-135.00000
1893,20.00000,-135.00000
1894,20.00000,-135.00000
1895,20.00000,-135.00000
1896,20.00000,-135.00000
1897,20.00000,-135.00000
1898,20.00000,-135.00000
1899,32.36000,-100.98000
1900,32.36000,-100.98000
1901,32.36000,-100.98000
1902,32.36000,-100.98000
1903,32.36000,-100.98000
1904,35.65000,-99.44000
1905,35.65000,-99.44000
1906,20.00000,-135.00000
1907,20.00000,-135.00000
1908,32.36000,-100.98000
1909,35.65000,-99.44000
1910,34.00000,-100.50000
1911,33.70000,-81.50000
1912,22.30000,-137.50000
1913,-3.50000,-143.40000
1914,-3.50000,-143.40000
1915,20.00000,-135.00000
1916,20.00000,-135.00000
1917,20.00000,-135.00000
1918,20.00000,-135.00000
1919,20.00000,-135.00000
1920,20.00000,-135.00000
1921,20.00000,-135.00000
1922,20.00000,-135.00000
1923,20.00000,-135.00000
1924,20.00000,-135.00000
1925,34.98000,-79.01000
1926,34.98000,-79.01000
1927,34.98000,-79.01000
1928,34.98000,-79.01000
1929,34.98000,-79.01000
1930,34.98000,-79.01000
1931,34.98000,-79.01000
1932,34.98000,-79.01000
1933,34.98000,-79.01000
1934,34.98000,-79.01000
1935,34.98000,-79.01000
1936,34.98000,-79.01000
1937,34.98000,-79.01000
1938,34.98000,-79.01000
1939,34.98000,-79.01000
1940,34.98000,-79.01000
1941,34.98000,-79.01000
1942,34.98000,-79.01000
1943,34.98000,-79.01000
1944,34.98000,-79.01000
1945,40.20000,-77.98000
1946,40.20000,-77.98000
1947,40.20000,-77.98000
1948,40.20000,-77.98000
1949,40.20000,-77.98000
1950,40.20000,-77.98000
1951,40.20000,-77.98000
1952,40.20000,-77.98000
1953,40.20000,-77.98000
1954,40.20000,-77.98000
1955,40.20000,-77.98000
1956,40.20000,-77.98000
1957,40.20000,-77.98000
1958,40.20000,-77.98000
1959,40.20000,-77.98000
1960,40.20000,-77.98000
1961,40.20000,-77.98000
1962,40.20000,-77.98000
1963,40.20000,-77.98000
1964,39.96000,-73.14000
1965,39.96000,-73.14000
1966,39.96000,-73.14000
1967,39.96000,-73.14000
1968,39.96000,-73.14000
1969,39.96000,-73.14000
1970,39.96000,-73.14000
1971,39.96000,-73.14000
1972,39.96000,-73.14000
1973,39.96000,-73.14000
1974,39.96000,-73.14000
1975,39.96000,-73.14000
1976,39.96000,-73.14000
1977,39.96000,-73.14000
1978,39.96000,-73.14000
1979,39.96000,-73.14000
1980,39.96000,-73.14000
1981,39.96000,-73.14000
1982,39.96000,-73.14000
1983,38.92000,-80.00000
1984,38.92000,-80.00000
1985,38.92000,-80.00000
1986,38.92000,-80.00000
1987,38.92000,-80.00000
1988,38.92000,-80.00000
1989,38.92000,-80.00000
1990,38.92000,-80.00000
1991,38.92000,-80.00000
1992,38.92000,-80.00000
1993,38.92000,-80.00000
1994,38.92000,-80.00000
1995,38.92000,-80.00000
1996,38.92000,-80.00000
1997,38.92000,-80.00000
1998,38.92000,-80.00000
1999,38.92000,-80.00000
2000,38.92000,-80.00000
2001,42.51000,-75.17000
2002,42.51000,-75.17000
2003,42.51000,-75.17000
2004,42.51000,-75.17000
2005,42.51000,-75.17000
2006,42.51000,-75.17000
2007,42.51000,-75.17000
2008,42.51000,-75.17000
2009,42.51000,-75.17000
2010,42.51000,-75.17000
2011,42.51000,-75.17000
2012,42.51000,-75.17000
2013,42.51000,-75.17000
2014,42.51000,-75.17000
2015,42.51000,-75.17000
2016,42.51000,-75.17000
2017,42.51000,-75.17000
2018,42.51000,-75.17000
2019,42.51000,-75.17000
2020,37.95000,-76.41000
2021,37.95000,-76.41000
2022,37.95000,-76.41000
2023,37.95000,-76.41000
2024,37.95000,-76.41000
2025,37.95000,-76.41000
2026,37.95000,-76.41000
2027,37.95000,-76.41000
2028,37.95000,-76.41000
2029,37.95000,-76.41000
2030,37.95000,-76.41000
2031,37.95000,-76.41000
2032,37.95000,-76.41000
2033,37.95000,-76.41000
2034,37.95000,-76.41000
2035,37.95000,-76.41000
2036,37.95000,-76.41000
2037,37.95000,-76.41000
2038,37.95000,-76.41000
2039,36.83000,-77.44000
2040,36.83000,-77.44000
2041,36.83000,-77.44000
2042,36.83000,-77.44000
2043,36.83000,-77.44000
2044,36.83000,-77.44000
2045,36.83000,-77.44000
2046,36.83000,-77.44000
2047,36.83000,-77.44000
2048,36.83000,-77.44000
2049,36.83000,-77.44000
2050,36.83000,-77.44000
2051,36.83000,-77.44000
2052,36.83000,-77.44000
2053,36.83000,-77.44000
2054,36.83000,-77.44000
2055,36.83000,-77.44000
2056,40.59000,-76.06000
2057,40.59000,-76.06000
2058,40.59000,-76.06000
2059,40.59000,-76.06000
2060,40.59000,-76.06000
2061,40.59000,-76.06000
2062,40.59000,-76.06000
2063,40.59000,-76.06000
2064,40.59000,-76.06000
2065,40.59000,-76.06000
2066,40.59000,-76.06000
2067,40.59000,-76.06000
2068,40.59000,-76.06000
2069,40.59000,-76.06000
2070,40.59000,-76.06000
2071,40.59000,-76.06000
